コース名,学部・研究科,登録番号,科目ソート,分野,単位,開講年度・学期,授業教員名,実施形態,授業形態,曜日・時限,授業で使う言語,研究会テーマ,概要,詳細URL
スマートデバイスプログラミング,総合政策・環境情報学部,1674,C2073,先端科目-環境情報系,2単位,2023 春学期,"杉山　雄一 
和田　理彦 ",対面,"講義,演習",月5限,日本語,,スマートフォンやタブレット端末などのスマートデバイスは、ここ数年で急激な進化を遂げ、普及率も上昇の一途をたどってきた。スマートデバイスの活用は、研究の場やコンテンツ制作の場など様々な場面で新しい発見につながる可能性を秘めていると考えられる。本講義ではスマートデバイス上で動くアプリケーションの開発技法を学ぶ。 具体的にはマルチプラットフォーム対応の統合開発環境であるUnityを用いて、iOSとAndroidOS向けのアプリケーションを開発する。授業序盤は開発環境の使い方を、中盤はスマートデバイスならではの機能（タッチ操作、加速度センサーやGPSの使用、ネットワークへのアクセスなど）の実装方法を学び、最終課題として一人一本、スマートデバイス上で動くオリジナルアプリケーションを開発する。,https://syllabus.sfc.keio.ac.jp/courses/2023_38379?locale=ja
デザインとプログラミング,総合政策・環境情報学部,8406,C2075,先端科目-環境情報系,2単位,2023 春学期,青木　聖也 ,対面,演習,金1限,日本語,,プログラミング言語/開発環境であるProcessingを使用して、デザインとプログラミングについて考察する。また、実際にコーディングしながら実習・作品制作を行う。主にプログラミングの初心者を対象に、視覚的な表現を通して、プログラミングの基礎(制御構造、くりかえし)から始まり、最終的には、3D表現や画像処理、データ解析などを用いた高度な表現を取得することを目標とする。,https://syllabus.sfc.keio.ac.jp/courses/2023_35214?locale=ja
コンピュータアーキテクチャ 【学期後半】,総合政策・環境情報学部,13602,C2086,先端科目-環境情報系,2単位,2023 春学期,バンミーター，　ロドニー　Ｄ ,対面,講義,"月4限,木1限",日本語,,"コンピュータアーキテクチャは、システムをサブシステムに分割し、それらの間のインターフェイスを定義することによって、コンピュータシステムがどのように構築されるかを設計（および研究）する分野です。
この授業では、ハードウェアとソフトウェアの組み合わせが並列処理によってパフォーマンスを実現する方法に重点を置きます。
パイプライン、共有メモリシステムのマルチコアCPU、GPUプログラミングに代表されるデータ並列プログラミング、分散メモリ、
MPIに代表されるスーパーコンピューターなどのメッセージパッシングシステム。",https://syllabus.sfc.keio.ac.jp/courses/2023_25199?locale=ja
オペレーティングシステム 【学期前半】(GIGA/GI),総合政策・環境情報学部,2078,C2087,先端科目-環境情報系,2単位,2023 春学期,バンミーター，　ロドニー　Ｄ ,対面,講義,"月4限,木1限",英語,,"The basic software of a computer is called its operating system (OS). The operating system loads other programs to create processes. Programs use the file system, network, and other services provided by the OS. There are many operating systems, including Windows and MacOS, but in this class we will focus on Unix and Linux. The basic concepts of processes, system calls, memory management and virtual
memory, file systems, networking, security and other subsystems will be presented. Because concurrency and parallelism are fundamental, and are becoming increasingly important at the application level, students will write at least one concurrent program.",https://syllabus.sfc.keio.ac.jp/courses/2023_38382?locale=ja
オペレーティングシステム 【学期前半】,総合政策・環境情報学部,26207,C2087,先端科目-環境情報系,2単位,2023 春学期,中村　修 ,対面,講義,"月4限,月5限",日本語,,コンピュータのCPUやメモリ、デバイスなどを管理し、アプリケーションプログラムが動く環境を提供している最も基本的なソフトウェアシステムが、オペレーティングシステムである。具体的なオペレーティングシステムには、Microsoft社が提供しているWindows10やAppleが提供しているMacOS X、そしてUnixなどがある。本授業では、オペレーティングシステムの機能や概念についての講義をおこなう。,https://syllabus.sfc.keio.ac.jp/courses/2023_41292?locale=ja
大規模データ処理法 (GIGA/GI),総合政策・環境情報学部,2465,C2088,先端科目-環境情報系,2単位,2023 春学期,植原　啓介 ,対面,"講義,演習",月1限,英語,,本講義の目的は、データサイエンティストに必要なスキルの1つである大規模解析のためのITスキルを身につけることである。少量のデータであれば、Excelなどの表計算ソフトでもある程度の解析は可能である。しかし、数GB、数億レコードというデータは表計算ソフトで扱うことはできない。本講義では、大規模データを扱うための処理フレームワークについて学習する。,https://syllabus.sfc.keio.ac.jp/courses/2023_38383?locale=ja
情報と倫理,総合政策・環境情報学部,15089,C2091,先端科目-環境情報系,2単位,2023 春学期,武田　圭史 ,対面,"講義,グループワーク",木3限,日本語,,本講義では「情報倫理」や「情報モラル」の決まり事を学ぶのではなく、「情報倫理」そのものを設計実装する立場から考えます。社会で実際に発生しまさに今解決が必要な諸問題をとりあげ、規範、アーキテクチャ、市場、法などの観点からディスカッションを行い、正解のない問題に自らの倫理観に基づく答えを見出す力を養います。事例としては「著作権とイノベーション」「セキュリティとプライバシ」「追跡性と表現の自由」など相反する多様な価値観から調和的な技術と制度のデザインが求められる領域をとりあげます。受講者は、実際的な倫理的課題に取り組むことで、背景にある根本思想とアーキテクチャを理解し、利用者、開発者、経営者、政府など様々な立場において倫理的な課題を解決する前提となる知識やスキルを身につけます。想定履修者は情報技術、メディア、セキュリティなどの開発運用者、コンサルタント、政策担当者などのキャリアを目指す学生です。,https://syllabus.sfc.keio.ac.jp/courses/2023_31593?locale=ja
インタフェース設計論 (GIGA/GI),総合政策・環境情報学部,24185,C2094,先端科目-環境情報系,2単位,2023 春学期,増井　俊之 ,対面,講義,木4限,英語,,"コンピュータやインターネットは現在あらゆる人々に使用されており、これらのシステムのヒューマンインタフェースの設計が非常に重要になっていますが、世の中にはまだまだ適切でないインターフェースシステムが沢山存在します。
この講義を受講することで、ヒューマンインターフェイスの概念の基本を理解し、基本的な知識を習得できます。",https://syllabus.sfc.keio.ac.jp/courses/2023_25426?locale=ja
モバイルネットワーク論,総合政策・環境情報学部,24204,C2096,先端科目-環境情報系,2単位,2023 春学期,三次　仁 ,対面,講義,月1限,日本語,,無線ネットワークや無線技術は、スマートフォンやスマートグリッド、衛星通信などのインフラ利用のみならずWiFi、BLE、自動運転レーダーなどにも用いられ、生活に不可欠となっています。本講義では、無線技術を理解し、応用するためデジタル無線通信の基礎（情報理論、変復調、符号化、電波伝搬、多元接続・多重化技術）とその応用について学びます。,https://syllabus.sfc.keio.ac.jp/courses/2023_25431?locale=ja
情報セキュリティマネジメント,総合政策・環境情報学部,24701,C2098,先端科目-環境情報系,2単位,2023 春学期,近藤　裕行 ,対面,"講義,遠隔あり",木2限,日本語,,サイバー空間における脅威情勢が深刻化している中で、サイバー犯罪やサイバーテロ事案への対応がどのように進められているのか、どのような課題があるのか等について、日本警察での取組を中心に、ゲストスピーカーによる特別講義も交え、紹介していく。,https://syllabus.sfc.keio.ac.jp/courses/2023_37793?locale=ja
Ｗｅｂ情報システム構成法,総合政策・環境情報学部,24716,C2099,先端科目-環境情報系,2単位,2023 春学期,萩野　達也 ,対面,"講義,演習",月5限,日本語,,"Webはインターネット上で情報を提供する重要な基盤となっていて，無くてはならない存在になっています．この授業では，Web技術について，HTML, CSS, JavaScriptなどのWebページの記述，Webサーバおよびフォームの取扱いからはじめ，XMLやRDFなどの基盤となる技術について取り扱います．",https://syllabus.sfc.keio.ac.jp/courses/2023_25441?locale=ja
リフレクティブデザイン 【学期前半】,総合政策・環境情報学部,14298,C2104,先端科目-環境情報系,2単位,2023 春学期,加藤　文俊 ,対面,"講義,演習,グループワーク","月3限,月4限",日本語,,「リフレクティブデザイン」のテーマは、コミュニケーションをデザインすることです。 わたしたちが、日常生活のさまざまな出来事について思い描くイメージ（先入観や偏見などもふくむ）と、人間行動・コミュニケーションとの関わりについて理解を試みることで、このテーマにアプローチします。モノやサービスに直結するとはかぎりませんが、コミュニケーションの本質を理解することは、デザインという営みには不可欠です。わたしたちのコミュニケーション行動を単純化し、緩やかなルールを考えることで、コミュニケーション（あるいはコミュニケーションの場）のデザインについて考えることを目指します。,https://syllabus.sfc.keio.ac.jp/courses/2023_25208?locale=ja
デジタルファブリケーション 【学期後半】,総合政策・環境情報学部,14666,C2107,先端科目-環境情報系,2単位,2023 春学期,田中　浩也 ,対面,"講義,演習","火3限,火4限",日本語,,デジタルファブリケーションは、デジタルデータから直接「もの」を造形する技術であり、3Dプリンタ、レーザーカッター、CNCミリングマシン、デジタルミシン等が含まれます。また、既存の物体の形状をデータ化する「3Dスキャン」も含まれます。,https://syllabus.sfc.keio.ac.jp/courses/2023_25219?locale=ja
コンピュテーショナルデザイン /デザイン戦略（ビジュアライゼーション）,総合政策・環境情報学部,24037,C2109,先端科目-環境情報系,2単位,2023 春学期,脇田　玲 ,オンライン（ライブ）,"講義,演習,遠隔あり",金3限,日本語,,"コンピュータの出現によりデザインのあり方は大きく変わりました。デザイナーには計算能力が求められるようになり、デザインプロセスも想定したものを形にするプロダクションから想定外のものを積極的に受け入れるコンセプションへと変わりつつあります。
本講義では、古典的なデザインツールやデザインモデルを用いたハンズオンのワークショップを通して、計算時代のデザインのあり方を探ります。第一線で活躍するゲストによるレクチャとディスカッションも予定しています。",https://syllabus.sfc.keio.ac.jp/courses/2023_25949?locale=ja
音楽と脳 【学期後半】,総合政策・環境情報学部,29096,C2121,先端科目-環境情報系,2単位,2023 春学期,藤井　進也 ,対面,講義,"木2限,木3限",日本語,,人間にとって音楽とは一体何でしょうか。なぜ、私たちヒトの脳・身体には、音楽を聴いてゾクゾクしたり、音楽を聴いて癒されたり、リズムに合わせて踊ったり、歌ったり楽器を演奏したり、音を楽しむ能力が備わっているのでしょうか。私たちが普段何気なく聴き、演奏し、楽しむ音楽は、実はヒトの文化・進化・発達の起源や、社会性や創造性、知覚、認知、運動、記憶、情動、学習といったヒトの脳機能を理解する上で、極めて重要な研究対象です。近年、ヒトの脳機能構造の計測技術は飛躍的な進展を遂げ、これまで謎に包まれていた音楽の脳内情報処理メカニズムが徐々に明らかにされつつあります。本科目では、心理学、神経科学、進化生物学、発達脳科学、身体科学、認知科学の視点を融合し、音楽と脳に関する最先端の研究知見について講義します。,https://syllabus.sfc.keio.ac.jp/courses/2023_42466?locale=ja
フォレスト・サイエンス・アンド・エンジニアリング（上流） (GIGA/GI),総合政策・環境情報学部,30851,C2124,先端科目-環境情報系,2単位,2023 春学期,白井　裕子 ,オンライン（ライブ）,"講義,演習,遠隔あり",火1限,英語,,"※日本語を母国語とする履修生にも理解できるように授業を進めます。
フォレスト・サイエンス・アンド・エンジニアリングでは、山林（森林）、林業から木材、木造までを扱います。このフォレスト・サイエンス・アンド・エンジニアリングの“上流”では、上流域にある山林（森林）や林業を中心に、フォレスト・サイエンス・アンド・エンジニアリングの“下流”は、中下流域にある木材や木造を中心にします。専門知識の教授ならびに、実態と問題、それに対する技術や社会制度について解説していくことで、履修生の専門知識の獲得と当該分野への理解を深め、また履修生各自の考えを醸成していきます。
国土の67％をしめる山林とそれに関わる産業は我々の生活に密接に関わっており、また山林から木材、木造に至る問題は、我が国の技術開発や社会制度設計が見失った側面を分かりやすく映し出す鏡とも言えます。
履修生が将来この分野を専門にしなくても、重要な意志決定をすべき時に、思考の広がりと深さに寄与する授業内容にしたいと考えています。",https://syllabus.sfc.keio.ac.jp/courses/2023_43007?locale=ja
フォレスト・サイエンス・アンド・エンジニアリング（下流）,総合政策・環境情報学部,31217,C2125,先端科目-環境情報系,2単位,2023 春学期,白井　裕子 ,対面,"講義,演習,遠隔あり",月2限,日本語,,フォレスト・サイエンス・アンド・エンジニアリングでは、山林（森林）、林業から木材、木造までを扱います。このフォレスト・サイエンス・アンド・エンジニアリングの“下流”では、中下流域にある木材や木造を中心に、フォレスト・サイエンス・アンド・エンジニアリングの“上流”は、上流域にある山林（森林）や林業を中心にします。専門知識の教授ならびに、実態と問題、それに対する技術や社会制度について解説していくことで、履修生の専門知識の獲得と当該分野への理解を深め、また履修生各自の考えを醸成していきます。国土の67％をしめる山林とそれに関わる産業は我々の生活に密接に関わっており、また山林から木材、木造に至る問題は、我が国の技術開発や社会制度設計が見失った側面を分かりやすく映し出す鏡とも言えます。履修生が将来この分野を専門にしなくても、重要な意志決定をすべき時に、思考の広がりと深さに寄与する授業内容にしたいと考えています。,https://syllabus.sfc.keio.ac.jp/courses/2023_43226?locale=ja
地球システムＡ 【学期前半】,総合政策・環境情報学部,43604,C2132,先端科目-環境情報系,2単位,2023 春学期,大木　聖子 ,対面,"講義,グループワーク,遠隔あり","火1限,火2限",日本語,,"てのひらにアリを乗せて歩いているところを想像してほしい．そのアリは，あなたが移動していることを認識しているだろうか．あるいは，あなたがすぐにでも⼿を握り，アリをつぶせることを知っているだろうか．このアリとは，地球表⾯に⽣きる私たちそのものである．
本講義では，地球がどのような理（ことわり）で活動しているのか，そのダイナミクスを固体地球科学の観点から解説する．地球誕⽣からの歴史をたどり，⽣物の出現やそれがもたらす環境の変化を追う．また，地球の営みの中で地震活動や⽕⼭活動はどのように位置づけられるのかや，津波や地殻変動のメカニズムを理解する．なお，気象学などの流体地球科学は地球システムB（担当教員：宮本佳明，春学期後半）で扱う．
⽇常から離れた時間・空間スケールを堪能する90分になるだろう．",https://syllabus.sfc.keio.ac.jp/courses/2023_46633?locale=ja
地球システムＢ 【学期後半】,総合政策・環境情報学部,43619,C2133,先端科目-環境情報系,2単位,2023 春学期,宮本　佳明 ,対面,"講義,グループワーク,遠隔あり","月4限,月5限",日本語,,基本的な気象・気候学の理解を得て、それら基礎理解を用いて、地球温暖化や大気汚染、ヒートアイランドと言った環境問題のメカニズムの理解を目指す。,https://syllabus.sfc.keio.ac.jp/courses/2023_46634?locale=ja
総合技術論 (TTCK),総合政策・環境情報学部,28013,W1001,他学部等設置科目,2単位,2023 春学期,"荒川　和晴 
鶴岡工業高等専門学校 ",対面,講義,,日本語,,本科目は鶴岡工業高等専門学校との単位互換科目です。2023年度シラバスを以下のサイトからご参照ください。https://www.tsuruoka-nct.ac.jp/gakka/syllabus/,https://syllabus.sfc.keio.ac.jp/courses/2023_41584?locale=ja
基礎生態学 (TTCK),総合政策・環境情報学部,30589,W1009,他学部等設置科目,2単位,2023 春学期,"荒川　和晴 
山形大学 ",対面,講義,,日本語,,"本科目は山形大学農学部との単位互換科目です。2023年度を以下のサイトからご参照ください。
https://www.yamagata-u.ac.jp/gakumu/syllabus/2023/home.htm",https://syllabus.sfc.keio.ac.jp/courses/2023_42781?locale=ja
遺伝学 (TTCK),総合政策・環境情報学部,41927,W1042,他学部等設置科目,2単位,2023 春学期,"荒川　和晴 
山形大学 ",対面,講義,,日本語,,"本科目は山形大学農学部との単位互換科目です。2023年度を以下のサイトからご参照ください。
https://www.yamagata-u.ac.jp/gakumu/syllabus/2023/home.htm",https://syllabus.sfc.keio.ac.jp/courses/2023_46120?locale=ja
微生物学 (TTCK),総合政策・環境情報学部,44046,W1047,他学部等設置科目,2単位,2023 春学期,"荒川　和晴 
山形大学 ",対面,講義,,日本語,,"本科目は山形大学農学部との単位互換科目です。2023年度を以下のサイトからご参照ください。
https://www.yamagata-u.ac.jp/gakumu/syllabus/2023/home.htm",https://syllabus.sfc.keio.ac.jp/courses/2023_46742?locale=ja
グローバル・エコシステムと生物学的多様性の視点から見たサステナビリティー (ICU),総合政策・環境情報学部,45980,W1048,他学部等設置科目,3単位,2023 春学期,"安宅　和人 
国際基督教大学 ",オンライン（ライブ）,講義,,日本語,,"本科目は国際基督教大学との単位互換科目です。シラバスは以下のURLからご参照ください。
https://campus.icu.ac.jp/public/ehandbook/PreviewSyllabus.aspx?regno=10324&year=2023&term=1",https://syllabus.sfc.keio.ac.jp/courses/2023_47340?locale=ja
山形文化論 (TTCK),総合政策・環境情報学部,23633,X1001,特設科目,2単位,2023 春学期,皆川　治 ,対面,,,日本語,,"庄内平野には美しい農村風景が広がり、日本海の磯浜や砂浜、雪深い出羽山地、各所に湧き出る温泉など、変化に富んだ自然環境に囲まれている。先人の努力により培われてきた米づくりや、約60種類が継承されている活きた文化財・在来作物をはじめ、四季折々の郷土食、家庭に伝わる行事食、精神文化から生まれた料理など、多彩な食文化が現在まで受け継がれ、鶴岡市は日本で初のユネスコ食文化創造都市として認定されている。
市街地は、城下町の都市構造を現代に残し、旧庄内藩校致道館や明治の洋風建築物はじめ、数多くの歴史的な遺産が残されている。さらに、学術研究を尊ぶ江戸時代以来の城下町文化とともに、日本遺産として認められた出羽三山・羽黒修験などの山岳信仰、松ヶ岡開墾場を中心として明治維新後に武士が刀を鍬に替えて興した絹産業、また、黒川能などの民俗文化、農山漁村文化など、多様で重層的な文化構造を見ることができる。
本講では、このような鶴岡市と庄内地域の恵まれた風土を素材とし、自然や歴史に育まれた文化の楽しみ方を体験を通して学ぶことで、理想的な生活環境のあり方と生き方を考える。",https://syllabus.sfc.keio.ac.jp/courses/2023_25964?locale=ja
環境ヘルスサイエンス 【学期前半】,総合政策・環境情報学部,25033,X1013,特設科目,2単位,2023 春学期,島津　明人 ,対面,"講義,グループワーク","火4限,火5限",日本語,,この講義では，心身の健康のうち特に「こころの健康」に焦点を当て，その理論的基盤と環境への応用について学ぶことを目標とする。理論的基盤として，行動の獲得と維持，行動と健康とのつながり，ストレスの仕組み，対人行動，動機づけについて学ぶ。また，これらの応用として，人類生態学，自殺予防対策，職場のメンタルヘルス，情報環境と健康，災害時の健康支援，ライフコース疫学を取り上げる。,https://syllabus.sfc.keio.ac.jp/courses/2023_36583?locale=ja
うた,総合政策・環境情報学部,24295,X1014,特設科目,2単位,2023 春学期,北山　陽一 ,対面,"講義,演習,実験・実習・実技,グループワーク",水1限,日本語,,「うた」とは何か、「うたう」とは如何なる行為なのか。「うた」の持つ役割や要素等を掘り下げ考察することにより、理論的に又実践的に自分自身と「うた」との距離を見定め、理解を深める。「うた」の考察を通じ、世界に共通する言語である音楽への造詣を深めることにより、創造性を高める。,https://syllabus.sfc.keio.ac.jp/courses/2023_36588?locale=ja
リーダーシップ開発のためのコーチング,総合政策・環境情報学部,25071,X1017,特設科目,2単位,2023 春学期,渡辺　光博 ,オンライン（ライブ）,"講義,演習,実験・実習・実技,グループワーク",水2限,日本語,,慶應義塾の目的は、「単に一所の学塾として自ら甘んずるを得ず。其の目的は、わが日本国中に於ける気品の泉源、智徳の模範たらんことを期し、之を実際にしては居家、処世、立国の本旨を明にして、之を口に言ふのみにあらず、躬行実践、以て全社会の先導者たらんことを欲するものなり。」とあります。現代の社会は、急速にグローバル化が進展し、価値観の多様化など変革が著しいスピードで進む環境にあります。こうした環境では、変化へ素早く対応することが重要であり、そのためには、トップからの指示を待つのでなく、情報をキャッチした個人個人が自ら判断し主体的に行動を起こす事が必要になってきます。そうした能力を有効に開発する手法として、コーチングがあり、アメリカをはじめ多くの大学やビジネススクールで科目として取り入れられています。この科目では次世代の先導者（リーダー）になる塾生に、周囲の人の能力を開発し強い組織をつくるため、コーチングの手法を自ら体験することで学び、習得します。,https://syllabus.sfc.keio.ac.jp/courses/2023_37670?locale=ja
国内フィールドワークＡ,総合政策・環境情報学部,26690,X1029,特設科目,2単位,2023 春学期,植原　啓介 ,対面,"演習,グループワーク,遠隔あり",,英語,,本科目は、ASEANパートナー大学と慶應義塾大学の共同開催による国内フィールドワークの科目である。国内で実施されるフィールドワークに参加し、“ＥＢＡパースペクティブ”のサティフィケート取得を目指す学生がフィールドワークに参加した次の学期に履修する。 SFCでは、ASEAN２回、国内２回合計４回までを単位を取得する科目として組みこむことができるよう、４科目のフィールドワーク科目が設置されている。（ただし、新型コロナ感染症の影響を受けて、ASEANフィールドワークは休講中。）,https://syllabus.sfc.keio.ac.jp/courses/2023_39781?locale=ja
国内フィールドワークＢ,総合政策・環境情報学部,25875,X1030,特設科目,2単位,2023 春学期,植原　啓介 ,対面,"演習,グループワーク,遠隔あり",,英語,,本科目は、ASEANパートナー大学と慶應義塾大学の共同開催による国内フィールドワークの科目である。国内で実施されるフィールドワークに参加し、“ＥＢＡパースペクティブ”のサティフィケート取得を目指す学生がフィールドワークに参加した次の学期に履修する。 SFCでは、ASEAN２回、国内２回合計４回までを単位を取得する科目として組みこむことができるよう、４科目のフィールドワーク科目が設置されている。（ただし、新型コロナ感染症の影響を受けて、ASEANフィールドワークは休講中。）,https://syllabus.sfc.keio.ac.jp/courses/2023_39782?locale=ja
スチューデントビルドキャンパス（ＳＢＣ）入門 【学期前半】,総合政策・環境情報学部,27830,X1035,特設科目,2単位,2023 春学期,"加藤　文俊 
石川　初 
長谷部　葉子 
小林　博人 
松川　昌平 ",対面,"講義,演習,グループワーク","金6限,金7限",日本語,,慶應義塾大学SFCの「滞在型教育・滞在型研究」を実現する新しいキャンパス計画「未来創造塾」において、SBC(Student Built Campus)というプロジェクトが2015年から始動した。SBCは、SFCの学生、教職員、卒業生が一体となって活動し、新たなキャンパスの計画、デザイン、運営を自分たちの力でつくることを目的とし、21世紀における「学習」や「教育」を再定義することを目標としている。,https://syllabus.sfc.keio.ac.jp/courses/2023_41573?locale=ja
データ・ドリブン社会の創発と戦略,総合政策・環境情報学部,27863,X1038,特設科目,2単位,2023 春学期,安宅　和人 ,対面,"講義,演習,グループワーク,遠隔あり",木2限,日本語,,■ 本講座の位置づけ何らかの事業を起こすにしろ、会社に入るにしろここから先の時代においてデータドリブンな分析力、問題解決力、データ利活用に対する皮膚感覚的な理解は不可欠である。　本講座は、高校1-2年程度の数学の知識、スキル、Excelで基本的なことができる程度の素養はあるが、データ分析、データの利活用についてさして経験のあるわけではない人に対して、データの大切さと力、分析の楽しさを実感してもらうことを通じ、現代社会を生き抜くため最低限、基礎となるデータリテラシー、データで考える力を身につけてもらうことを目指す。授業は可能な限り双方向で行います。毎回の宿題の復習や、週1回のアンケートでいただいた質問への回答など、かなりの時間を投入します。 ■ 身につけてもらうことを目指す技能- データ社会に対するパースペクティブ- 各種関連バズワードの適切な理解- データの意味合いを理解するための基礎となる力- データに騙されないようになるための基礎となる力- 数字のハンドリング力、数量的分析力- 基本的な問題解決能力- 情報処理、基礎プログラミング力 ■ 期待成果- データって面白い、分析はスゴイ、と知る- サイエンスおよび分析的思考、データリテラシーの実戦的な基本を身につける- 世の中のデータ関連のニュースを聞いても、何らかの意味合いがわかるようになる,https://syllabus.sfc.keio.ac.jp/courses/2023_41568?locale=ja
データ・ドリブン社会の創発と戦略（応用）,総合政策・環境情報学部,28745,X1040,特設科目,2単位,2023 春学期,安宅　和人 ,対面,"講義,演習,グループワーク,遠隔あり",水2限,日本語,,"何らかの事業を起こすにしろ、会社に入るにしろここから先の時代においてデータドリブンな分析力、問題解決力、データ利活用に対する皮膚感覚的な理解は不可欠である。
本講座は分析的思考、データリテラシーの実戦的な基本素養（データドリブン基礎の内容を十分高く消化出来ていることを前提）はあるが、データ分析、データの利活用についてさして経験のあるわけではない人に対して、データの大切さと力、分析の楽しさを実感してもらうことを通じ、現代社会を生き抜くため最低限、基礎となるデータリテラシー、データで考える力を身につけてもらうことを目指す
本講座では自らデータ調整までおこない、機械学習の初歩に入る
データ・ドリブン社会の創発と戦略（以下「基礎編」と記載します。）で扱った内容を前提に行います（基礎編の内容はわからないという言い訳は一切ナシ。基礎編の履修を強く推奨します。）
★情報科学、ビッグデータ処理の専門家を育てる講座ではありません自然言語処理画像処理機械学習データ基盤構築リアルタイム処理、など",https://syllabus.sfc.keio.ac.jp/courses/2023_42290?locale=ja
働くこととジェンダー,総合政策・環境情報学部,31370,X1050,特設科目,2単位,2023 春学期,高橋　裕子 ,対面,"講義,グループワーク,遠隔あり",木2限,日本語,,この講義では、「働くこと」と「ジェンダー」という切り口を出発点として、日本社会の現状を知るとともに、より広い視野（「働くこと」や「ジェンダー」とは必ずしも関係しない視点）から、社会の様々な不平等や差別に目を向け、解決策を考えることができる能力を身に着けることを目指します。,https://syllabus.sfc.keio.ac.jp/courses/2023_42998?locale=ja
労働法,総合政策・環境情報学部,31418,X1051,特設科目,2単位,2023 春学期,高橋　裕子 ,対面,"講義,遠隔あり",木4限,日本語,,「働く」ことは、ほとんどの人にとって大変身近な、避けては通れない営みであり、現状、「雇用」形態によって働く人（＝労働者）が多くの割合を占める中で、労働法の基本的な知識を身に着けていることは、労働者にとっても、使用者にとっても非常に有用です。有用であるにとどまらず、使用者にとっては、法律違反を犯さないという意味で必須の知識であり、また、いわゆる「ブラック企業」の問題や労働者の「使い捨て」が問題視されている昨今においては、労働者にとっても、知っているに越したことはない知識と言えます。,https://syllabus.sfc.keio.ac.jp/courses/2023_42999?locale=ja
ソフトウェア技術を利用した創造的サービス構築論（基礎） (寄附講座),総合政策・環境情報学部,31456,X1060,特設科目,2単位,2023 春学期,"岡田　和也 
関谷　勇司 
バンミーター，　ロドニー　Ｄ ",対面,"講義,演習,遠隔あり",火4限,日本語,,IoTやビッグデータといった、ネットワークを介してデータを収集し、計算資源を構築するサービスインフラが急速に普及している。これは近年クラウドと呼ばれていたネットワーキングとコンピューティングが融合されたインフラをさらに進化させたサービス形態であり、ネットワーク上に存在するソフトウェア部品や、ソフトウェアによって仮想化された計算資源を組み合わせて実現されている。　そこで本講義では、従来のネットワーク技術とコンピューティング技術の基礎をおさらいし、その知識を基に両分野にまたがって構築されるインフラの要素技術を習得する。,https://syllabus.sfc.keio.ac.jp/courses/2023_43005?locale=ja
極域における環境問題 【学期前半】(GIGA),総合政策・環境情報学部,40643,X1085,特設科目,2単位,2023 春学期,辻本　惠 ,対面,"講義,グループワーク,遠隔あり","金2限,金3限",英語,,"Environmental issues in polar regions have been one of the hot topics in global challenges. Throughout the course, students will learn the current environmental issues in both the Antarctic and the Arctic. Topics vary from climate change, human impact, conservation, and management, to bioprospecting. By working in groups and discussing how to solve these problems, students will gain knowledge on the current environmental issues on earth and skills for developing their own ideas toward the sustainable management and use of the natural resources on earth.",https://syllabus.sfc.keio.ac.jp/courses/2023_45189?locale=ja
インドの文化、環境と技術 (GIGA),総合政策・環境情報学部,41597,X1088,特設科目,2単位,2023 春学期,"安宅　和人 
田中　浩也 
加藤　亜希子 
サベジ，　パトリック　Ｅ 
バンミーター，　ロドニー　Ｄ 
ショウ，　ラジブ 
大木　聖子 ",オンライン（ライブ）,"講義,グループワーク",火5限,英語,,"India being a diverse country, with a long history and close and strategic partnership with Japan, the course aims to enhance understanding on depth and diversity of India, and would explain the partnership areas of India Japan bilateral collaboration. This will be first of its type of cross-disciplinary course, which will provide a comprehensive overview of the studies related to India. A new laboratory is being proposed in KRI in SFC. This course would be part of the activities of the new laboratory. Overall three aspects related to India would be addressed: - Culture, history, art, religion, and language studies - Development, environment and economic growth strategies - Science, technology and innovation studies The course would have a combination of in-house and guest lectures from eminent personalities, who are knowledgeable on different aspects of from different aspects and disciplines related to India. Several lectures would be provided through online presentations from India and elsewhere.",https://syllabus.sfc.keio.ac.jp/courses/2023_45921?locale=ja
ミクロな世界の生態学 【学期前半】,総合政策・環境情報学部,41324,X1092,特設科目,2単位,2023 春学期,辻本　惠 ,対面,"講義,実験・実習・実技,遠隔あり","木1限,木2限",日本語,,本コースでは生態学の入門編として、講義と実習を組み合わせたスタイルで、普段の生活ではあまり注目されないが、ごく身近な環境に生きている４つの生物グループを対象として、それぞれの生態を学ぶ。私たちの身近な生活圏内でも、様々な環境において多様な生物が生きていることを学ぶとともに、自分なりの視点で生物を観察し、自分なりの言葉で表現できるようになることを目指す。,https://syllabus.sfc.keio.ac.jp/courses/2023_45925?locale=ja
メディアアート実践,総合政策・環境情報学部,42153,X1095,特設科目,2単位,2023 春学期,脇田　玲 ,対面,"講義,演習,実験・実習・実技,遠隔あり",木6限,日本語,,初心者を対象としたメディアアートの入門的講義です。新しいメディア技術によってライフスタイルや人間性がどのように変化していくのか、ハンズオンのワークショップやフィールドワークを通して体験的に学ぶことを目的とします。芸術機関へのフィールドワーク、メディア技術をもちいた作品制作、アーティストやキュレータとしてのステートメントのあり方などを扱います。第一線で活躍するゲストのレクチャも予定しています。,https://syllabus.sfc.keio.ac.jp/courses/2023_46059?locale=ja
